이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
바겟버거 경기대수원캠퍼스점,햄버거,경기 수원시 영통구 광교산로 154-42 경기대학교 학생복합회관식당 강의연구B동 1층,경기도 수원시 영통구 이의동 산94-6 경기대학교 학생복합회관식당 강의연구B동 1층,0507-1443-6676,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 19:00수
10:00 - 19:00목
10:00 - 19:00금
10:00 - 19:00토
정기휴무 (매주 토요일)일
정기휴무 (매주 일요일)월
10:00 - 19:00
접기",https://ldb-phinf.pstatic.net/20220930_11/1664521573070YuioS_JPEG/KakaoTalk_20220929_111713158.jpg,1,,0,37.3028329,127.0361078,"무선 인터넷, 배달, 포장, 단체 이용 가능, 남/녀 화장실 구분",,http://baguetteburger.co.kr/,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1228107534,"햄버거,대학교,바게트,비프,치킨",2024-01-09 22:28:31 +0900
서브웨이 광교경기대후문,샌드위치,경기 수원시 영통구 대학로 34,경기도 수원시 영통구 이의동 1258-4,,,"영업 종료
08:00에 영업 시작
8시 0분에 영업 시작매일
08:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20200103_82/1578043664049aVIC6_JPEG/oSo1QnUl87teoesK_lCcVLN0.jpg,136,,7,37.299395519763294,127.04365142518799,,,http://www.subway.co.kr/,20,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1825982789,"샌드위치,모닝세트,샐러드,쿠키,랩",2024-01-09 22:28:40 +0900
그랜마스 광교카페거리점,브런치,경기 수원시 영통구 센트럴파크로127번길 96 1층,경기도 수원시 영통구 이의동 1321-2 1층,0507-1475-1991,,"영업 종료
08:00에 영업 시작
8시 0분에 영업 시작화
08:00 - 20:30
16:00 - 17:00 브레이크타임
19:30 라스트오더수
08:00 - 20:30
16:00 - 17:00 브레이크타임
19:30 라스트오더목
08:00 - 20:30
16:00 - 17:00 브레이크타임
19:30 라스트오더금
08:00 - 17:00
16:00 라스트오더토
08:00 - 20:30
16:00 - 17:00 브레이크타임
19:30 라스트오더일
08:00 - 20:30
16:00 - 17:00 브레이크타임
19:30 라스트오더월
08:00 - 20:30
16:00 - 17:00 브레이크타임
19:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20230502_21/1683028530741mDVvb_JPEG/BPT_7143.jpg,751,,135,37.29374820000001,127.0524306,"단체 이용 가능, 포장, 배달, 무선 인터넷, 예약, 유아의자, 주차",,https://www.instagram.com/grandmas_gwanggyo,612,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1498032176,"샐러드,브런치카페,샌드위치,광교카페거리,아브뉴프랑",2024-01-09 22:28:41 +0900
뉴욕버거 이마트광교점,햄버거,경기 수원시 영통구 광교로 191 광교점 2층 뉴욕버거,경기도 수원시 영통구 이의동 1240 광교점 2층 뉴욕버거,031-214-6665,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:00수
10:00 - 21:00목
10:00 - 21:00금
10:00 - 21:00토
10:00 - 21:00일(1/14)
정기휴무 (매달 2, 4번째 일요일)월
10:00 - 21:00매달 2, 4번째 일요일 정기 휴무
접기",,412,4.19,51,37.2963486,127.0469684,"단체 이용 가능, 주차, 포장, 배달",,http://www.newyorkburger.co.kr/,89,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1497525302,"햄버거,수제버거맛집,버거맛집,수제버거,뉴욕버거",2024-01-09 22:28:40 +0900
올리베떼,이탈리아음식,경기 수원시 영통구 대학로 56,경기도 수원시 영통구 이의동 1248,031-214-5284,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 20:00
접기",https://ldb-phinf.pstatic.net/20170103_79/1483429181034Yre0O_JPEG/186053566959_0.jpg,61,4.5,34,37.300794760942,127.045083785352,,,,13,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/676596406,,2024-01-09 22:28:41 +0900
에테르노,"스파게티,파스타전문",경기 수원시 영통구 센트럴타운로 107 204동 1-67호,경기도 수원시 영통구 이의동 1331 204동 1-67호,0507-1336-6592,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더목
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더금
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더토
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더일
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더월
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20200704_123/1593858835618zVqrV_JPEG/IwhnKdBNhazw665qU4QH1hhb.jpeg.jpg,323,4.91,191,37.2917858,127.0485558,"주차, 무선 인터넷, 예약",,http://instagram.com/eterno_bistro,187,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1215638449,"파스타,스파게티,레스토랑,이탈리안,트러플",2024-01-09 22:28:41 +0900
그렇게함박이된다 광교아브뉴프랑점,양식,경기 수원시 영통구 센트럴타운로 85 203동 지하1층 Cb15호,경기도 수원시 영통구 이의동 1332 203동 지하1층 Cb15호,0507-1327-1418,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
15:00 - 16:30 브레이크타임
14:00, 20:00 라스트오더수
11:00 - 21:00
15:00 - 16:30 브레이크타임
14:00, 20:00 라스트오더목
11:00 - 21:00
15:00 - 16:30 브레이크타임
14:00, 20:00 라스트오더금
11:00 - 21:00
15:00 - 16:30 브레이크타임
14:00, 20:00 라스트오더토
11:00 - 21:00
15:30 - 17:00 브레이크타임
14:30, 20:00 라스트오더일
11:00 - 21:00
15:30 - 17:00 브레이크타임
14:30, 20:00 라스트오더월
11:00 - 21:00
15:00 - 16:30 브레이크타임
14:00, 20:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20231027_130/1698369312462u0uiL_JPEG/KakaoTalk_20231027_101438069.jpg,"1,139",,810,37.29069559909034,127.05180420000015,"단체 이용 가능, 배달, 포장, 무선 인터넷, 남/녀 화장실 구분, 예약, 유아의자, 간편결제, 주차",,https://smartstore.naver.com/becomehambak,745,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1005761372,"광교중앙역,광교호수공원,광교카페거리,함박스테이크,소개팅",2024-01-09 22:28:47 +0900
대포햇도그 연무점,핫도그,경기 수원시 장안구 월드컵로428번길 30-2,경기도 수원시 장안구 연무동 237-24,0507-1351-1179,,,https://ldb-phinf.pstatic.net/20180113_126/1515780771369KKAmw_JPEG/yYsUjczXFZJac9-tpklQ7FNK.jpeg.jpg,132,4.39,24,37.29471150000002,127.02654760000031,,,,22,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1094477281,,2024-01-09 22:28:47 +0900
노리샌드위치,샌드위치,경기 수원시 영통구 에듀타운로 102 광교중앙역 SKVIEW B동 147호 노리샌드위치,경기도 수원시 영통구 이의동 1348 광교중앙역 SKVIEW B동 147호 노리샌드위치,0507-1311-8418,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작화
10:30 - 19:00
18:50 라스트오더수
10:30 - 19:00
18:50 라스트오더목
10:30 - 19:00
18:50 라스트오더금
10:30 - 19:00
18:50 라스트오더토
정기휴무 (매주 토요일)일
정기휴무 (매주 일요일)월
10:30 - 19:00
18:50 라스트오더
접기",https://ldb-phinf.pstatic.net/20230217_196/1676622878953F6hUx_JPEG/%C4%A1%C5%B2%B4%E7%B1%D9%B6%F3%C6%E4.jpg,,4.44,131,37.2898118,127.0467819,"포장, 무선 인터넷, 주차, 단체 이용 가능, 남/녀 화장실 구분, 방문접수/출장, 배달",,https://blog.naver.com/soldaecoop,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1637399355,"수원샌드위치,광교중앙역샌드위치,광교중앙역샐러드,광교샌드위치,광교샐러드",2024-01-09 22:28:54 +0900
비앙또아 광교 아브뉴프랑점,양식,경기 수원시 영통구 센트럴타운로 85 1층 B128~B129호,경기도 수원시 영통구 이의동 1332 1층 B128~B129호,0507-1364-1089,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:00
20:30 라스트오더수
10:00 - 21:00
20:30 라스트오더목
10:00 - 21:00
20:30 라스트오더금
10:00 - 21:00
20:30 라스트오더토
10:00 - 21:00
20:30 라스트오더일
10:00 - 21:00
20:30 라스트오더월
10:00 - 21:00
20:30 라스트오더- 주말 브레이크타임 없습니다
접기",https://ldb-phinf.pstatic.net/20230303_255/1677771244601XEriF_JPEG/21C0564E-3C73-4338-BB8D-55BABACC64FF.jpeg,679,,219,37.2899814,127.0510819,"단체 이용 가능, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 배달, 유아의자, 주차",,,540,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1165992612,"파스타,스테이크,브런치,광교파스타,광교브런치",2024-01-09 22:28:56 +0900
파파존스 광교점,피자,경기 수원시 영통구 센트럴타운로 107 제204동 1층 1-001호,경기도 수원시 영통구 이의동 1331 제204동 1층 1-001호,031-217-4419,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:30
접기",https://ldb-phinf.pstatic.net/20220302_29/164618552231640tcj_JPEG/%C6%C4%C6%C4%C1%B8%BD%BA-%BD%C5%B7%CE%B0%ED.jpg,116,4.5,16,37.292250241738884,127.04750694530912,"포장, 배달",,http://www.papajohns.co.kr/,23,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1065339605,"파파존스,파파존스피자,파파존스_할인,수퍼_파파스,파파존스_세트",2024-01-09 22:28:56 +0900
롯데리아 광교점,햄버거,"경기 수원시 영통구 도청로89번길 43 1층 112호, 113호","경기도 수원시 영통구 이의동 1347-3 1층 112호, 113호",0507-1317-2205,,"영업 중
23:00에 라스트오더
23시 0분에 라스트오더매일
10:00 - 23:10
23:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20231107_165/1699339268581y67PC_JPEG/5._231012-%B1%F8%B5%C5%C8%C4-%C7%CF%B4%DC%B9%E8%B3%CA.jpg,415,4.48,18,37.289298941473795,127.047309172205,"주차, 포장, 배달, 남/녀 화장실 구분, 예약",,https://www.lotteria.com/,50,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1174432334,"패스트푸드,햄버거,치킨,한우불고기,새우",2024-01-09 22:28:59 +0900
파이어벨 수원광교점,햄버거,경기 수원시 영통구 센트럴타운로 85 203동 1층 B119호,경기도 수원시 영통구 이의동 1332 203동 1층 B119호,0507-1392-6690,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작매일
10:30 - 21:30
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20221123_2/166916170893926bcP_JPEG/KakaoTalk_20220705_104630533.jpg,213,,156,37.291593046237466,127.05033178769304,"단체 이용 가능, 주차, 포장, 무선 인터넷, 예약, 배달, 남/녀 화장실 구분",,https://www.instagram.com/firebell_gwanggyo/,127,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1440766253,"햄버거,수제버거,광교아브뉴프랑,광교중앙역,광교호수공원",2024-01-09 22:29:07 +0900
잭슨피자 광교점,피자,경기 수원시 영통구 센트럴타운로 85 지1층 Cb37-2호,경기도 수원시 영통구 이의동 1332 지1층 Cb37-2호,031-212-0717,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:30
15:00 - 16:00 브레이크타임
20:50 라스트오더
접기",https://ldb-phinf.pstatic.net/20230217_70/1676609996562lC4Bo_PNG/JACKSON_LOGO%28%B8%F0%B5%E7%C3%A4%B3%CE_%B9%E8%B9%CE%C1%A6%BF%DC%29.png,84,,58,37.291648499999994,127.05007670000002,"주차, 포장, 배달",,https://www.instagram.com/jacksonpizza,40,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1637356324,"수퍼잭슨,하와이안,페퍼로니딜라이트,코울슬로",2024-01-09 22:29:07 +0900
샤이바나 광교월드마크점,브런치,경기 수원시 영통구 센트럴타운로 107 광교월드스퀘어 1층 40호,경기도 수원시 영통구 이의동  1331 광교월드스퀘어 1층 40호,0507-1319-4281,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:30
21:00 라스트오더수
11:00 - 21:30
21:00 라스트오더목
11:00 - 21:30
21:00 라스트오더금
11:00 - 21:30
21:00 라스트오더토
11:00 - 21:30
21:00 라스트오더일
11:00 - 21:30
21:00 라스트오더월
11:00 - 21:30
21:00 라스트오더- 매월 2, 4주 목요일 정기휴무 입니다.
접기",https://ldb-phinf.pstatic.net/20190510_213/1557488350042o9nug_JPEG/Cq4bnwkB2Ulz_vbAxUrFQAm8.jpg,78,4.44,169,37.292570500242505,127.04813350002901,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분, 무선 인터넷, 배달",,,30,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1255208576,"광교브런치,광교파스타,광교회식,광교데이트,광교외식",2024-01-09 22:29:08 +0900
맥도날드 수원화성DT점,햄버거,경기 수원시 팔달구 경수대로 676,경기도 수원시 팔달구 우만동 490-4,031-891-6700,,"24시간 영업
연중무휴
연중무휴매일
00:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20200401_104/1585731614274Cru7f_JPEG/nLn1lq0flA9l3Q3UCmMjGkYf.jpg,"2,327",4.36,100,37.2856191282109,127.027965018996,"배달, 24시간, 드라이브스루",,https://www.mcdonalds.co.kr/,279,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/18178272,"햄버거,감자튀김,빅맥,맥드라이브",2024-01-09 22:29:12 +0900
비다벨로,"스파게티,파스타전문",경기 수원시 영통구 센트럴파크로127번길 80-14 1층,경기도 수원시 영통구 이의동 1305-1,0507-1401-2425,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:00 라스트오더목
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:00 라스트오더금
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:00 라스트오더토
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:00 라스트오더일
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:00 라스트오더월
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20191113_126/1573610154783ds6rj_JPEG/JQOH6fr57RZOGp69ngt-Q7ER.jpeg.jpg,19,4.62,14,37.2945251,127.0508969,"주차, 배달, 무선 인터넷",,,3,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1345495731,"투움바페투치니,배달파스타,주차,포장",2024-01-09 22:29:13 +0900
UNIT101,"스파게티,파스타전문",경기 수원시 장안구 송정로182번길 24 1층 UNIT101,경기도 수원시 장안구 조원동 552-4 1층 UNIT101,0507-1342-8692,,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작화(1/9)
11:30 - 21:00
13:00 - 17:00 브레이크타임수
11:30 - 21:00
15:30 - 17:00 브레이크타임
19:30 라스트오더목
11:30 - 21:00
15:30 - 17:00 브레이크타임
19:30 라스트오더금
11:30 - 21:00
15:30 - 17:00 브레이크타임
19:30 라스트오더토
11:30 - 21:00
15:30 - 17:00 브레이크타임
19:30 라스트오더일
정기휴무 (매주 일요일)월
11:30 - 16:00
14:30 라스트오더- 11/6~11/19 임시 휴무
접기",https://ldb-phinf.pstatic.net/20221223_76/1671721928494kItNG_JPEG/20221217_135027.jpg,116,,37,37.29771612105509,127.01690723174436,"포장, 무선 인터넷, 예약, 주차",,https://www.instagram.com/cafe_unit101,90,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1009360108,"조원동브런치,송죽동브런치,조원동파스타,정자동파스타,정자동브런치",2024-01-09 22:29:14 +0900
5월정원,브런치,경기 수원시 영통구 웰빙타운로36번길 46-117 1층 101호,경기도 수원시 영통구 이의동 1216-2 1층 101호,031-211-6764,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 18:00수
10:00 - 18:00목
10:00 - 18:00금
10:00 - 18:00토
10:00 - 18:00일
정기휴무 (매주 일요일)월
10:00 - 18:00- 영업시간 이외에는 예약제로 운영, 대관 가능
접기",https://ldb-phinf.pstatic.net/20230308_173/1678202101400DCCIp_JPEG/Screenshot_20220320-002645_Samsung_Internet.jpg,187,4.41,66,37.30944989999999,127.05168809999999,"예약, 주차, 남/녀 화장실 구분, 포장, 단체 이용 가능",,,73,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1688105744,"브런치,카페,웰빙타운로,오월정원,오월의정원",2024-01-09 22:29:25 +0900
미뜨레피자 광교점,피자,경기 수원시 영통구 에듀타운로 101 102동105호 미뜨레피자,경기도 수원시 영통구 이의동 1352 102동105호 미뜨레피자,031-216-5533,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료매일
11:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20191024_193/1571891373411665RO_JPEG/MOlvjLIwOpQg_wSUl23abD37.jpg,74,4.69,21,37.289659617900334,127.04529719443234,"포장, 배달, 주차",,,30,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1316171765,"피자,흑미도우,스파게티,수제불고기피자,갈릭소스",2024-01-09 22:29:25 +0900
피자알볼로 우만점,피자,경기 수원시 팔달구 월드컵로 299 1층 좌측,경기도 수원시 팔달구 우만동 519-4 1층 좌측,0507-1326-8495,,"곧 영업 종료
22:30에 영업 종료
22시 30분에 영업 종료화
11:00 - 22:30수
11:00 - 22:30목
11:00 - 22:30금
11:00 - 22:30토
11:00 - 22:30일
11:00 - 22:30월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20190425_146/1556168765723UrxK0_PNG/qRyssO8VYvGR4PUeKElxWQoV.png,182,4.51,124,37.28522364836088,127.03525423144761,"배달, 포장, 예약",,https://www.pizzaalvolo.co.kr/,43,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/53844407,"수제피자,피자맛집,피자알볼로,배달피자,포장",2024-01-09 22:29:27 +0900
피자브라더스 동수원점,피자,경기 수원시 팔달구 월드컵로 355 1층,경기도 수원시 팔달구 우만동 481-1 1층,0507-1419-1989,,"영업 중
02:00에 영업 종료
2시 0분에 영업 종료매일
10:30 - 02:00
접기",https://ldb-phinf.pstatic.net/20200708_133/1594211016933B9flX_JPEG/DBQs2sRp4ESdO-maUj4wMXp-.jpg,55,4.53,67,37.289175823026696,127.03133332797476,배달,,https://pizzabrothers.co.kr/,14,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1787634829,"피자브라더스,피자맛집,가성비,혼밥,인생피자",2024-01-09 22:29:29 +0900
라피에나,브런치,경기 수원시 팔달구 창룡대로80번길 10-6 라피에나,경기도 수원시 팔달구 남수동 11-73 라피에나,,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 17:00
16:45 라스트오더수
11:00 - 17:00
16:45 라스트오더목
11:00 - 17:00
16:45 라스트오더금
11:00 - 17:00
16:45 라스트오더토
11:00 - 18:00
17:45 라스트오더일
11:00 - 18:00
17:45 라스트오더월
정기휴무 (매주 월요일)- 인스타그램 영업시간 관련 공지 꼭 확인부탁드립니다.
접기",https://ldb-phinf.pstatic.net/20201204_274/16070906981211Wfao_JPEG/ZE_IbJRTAqPH5KYTRzw8MDqd.jpeg.jpg,306,,645,37.2852458893532,127.02344568775001,,,https://www.instagram.com/__lapiena,182,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1877223335,"잠봉뵈르,그릴드멜팅포르치니,수제캬라멜라떼,커피,발로나셀라야초콜릿",2024-01-09 22:29:32 +0900
프랭크버거 광교에듀타운점,햄버거,경기 수원시 영통구 에듀타운로 102 B동 141호,경기도 수원시 영통구 이의동 1348 B동 141호,031-212-5355,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:00
접기",https://ldb-phinf.pstatic.net/20220127_178/1643245206890AQPiC_JPEG/%C7%C1%B7%A9%C5%A9%B9%F6%B0%C5_CI%28%BB%E7%B0%A2.2%C2%F7%BA%AF%B0%E6%29.jpg,272,4.62,42,37.2897827,127.0464151,"포장, 배달, 예약, 무선 인터넷",,http://www.frankburger.co.kr/,79,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1497722765,"수제버거,버거맛집,프랭크버거,간식,햄버거맛집",2024-01-09 22:29:38 +0900
닐리 광교테크노벨리점,이탈리아음식,"경기 수원시 영통구 에듀타운로 108 108호(이의동, 광교 경동 해피리움)","경기도 수원시 영통구 이의동 1351 108호(, 광교 경동 해피리움)",070-8691-3023,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작화
10:30 - 20:30
15:00 - 17:00 브레이크타임수
10:30 - 20:30
15:00 - 17:00 브레이크타임목
10:30 - 20:30
15:00 - 17:00 브레이크타임금
10:30 - 20:30
15:00 - 17:00 브레이크타임토
11:00 - 20:00일
정기휴무 (매주 일요일)월
10:30 - 20:30
15:00 - 17:00 브레이크타임
접기",https://ldb-phinf.pstatic.net/20210817_92/16291722223046Hckb_JPEG/Q6FnUjqvVvJnrdH927srJSxn.jpeg.jpg,47,4.46,16,37.2903143875463,127.04522159230645,"주차, 포장, 예약, 무선 인터넷",,,10,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1943540434,,2024-01-09 22:29:38 +0900
피자먹다 광교점,피자,경기 수원시 영통구 센트럴타운로 111 광교스타힐스 1층 106호,경기도 수원시 영통구 이의동 1330 광교스타힐스 1층 106호,031-211-9990,,"영업 중
23:30에 영업 종료
23시 30분에 영업 종료화
10:30 - 23:30수
10:30 - 01:00목
10:30 - 01:00금
10:30 - 01:00토
10:30 - 01:00일
12:00 - 22:30월
10:30 - 23:30
접기",https://ldb-phinf.pstatic.net/20220404_153/1649074025132YReDr_JPEG/%BD%BA%B8%B6%C6%AE%C7%C3%B7%B9%C0%CC%BD%BA.jpg,167,,56,37.29262907160951,127.04921498015538,"주차, 무선 인터넷, 남/녀 화장실 구분, 포장",,,90,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1589404548,"피자,1인피자,디트로이트스타일,광교,패스트푸드",2024-01-09 22:29:48 +0900
피노키오,이탈리아음식,경기 수원시 장안구 연무로 9 2층 일부호,경기도 수원시 장안구 연무동 240-4 2층 일부호,0507-1430-0238,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작화
10:30 - 19:00수
10:30 - 19:00목
10:30 - 19:00금
10:30 - 19:00토
10:30 - 19:00일
정기휴무 (매주 일요일)월
10:30 - 19:00
접기",https://ldb-phinf.pstatic.net/20231108_68/1699423618675AKppi_JPEG/20231107_114420.jpg,2,,1,37.2929841,127.0292023,"포장, 배달, 예약, 무선 인터넷",,,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1786357921,"이탈리안피자,로스터리까페,에스프레소전문점,케잌전문점,와인",2024-01-09 22:29:52 +0900
