이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
송주불냉면 연무점,한식,경기 수원시 장안구 연무로42번길 16,경기도 수원시 장안구 연무동 231-38,031-207-6310,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 20:30
접기",https://ldb-phinf.pstatic.net/20190130_86/1548838301239AOfjU_JPEG/MuaMUVsJjgz5rUuZOWEQSIk0.JPG.jpg,50,4.55,41,37.2956485044687,127.027365666359,,,,6,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18007660,,2024-01-08 23:40:03 +0900
광교횟집,한식,경기 수원시 장안구 창훈로 70-3,경기도 수원시 장안구 연무동 19-2,031-247-6425,,,https://ldb-phinf.pstatic.net/20200602_88/1591100814540SX5OG_JPEG/DSdFNCjRjVRC40M8bEWPEfYq.jpg,10,,7,37.2978651,127.0280009,,,,3,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1398428675,,2024-01-08 23:40:05 +0900
순자네밥집,한식,경기 수원시 장안구 연무로7번길 65,경기도 수원시 장안구 연무동 249-1,031-247-3135,,,https://ldb-phinf.pstatic.net/20200701_134/1593593716921LzCf7_JPEG/NkKvgTvZKyY8Rt6iRjEOouCC.jpg,80,4.25,7,37.2939624,127.0261441,,,,6,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/19202046,,2024-01-08 23:40:07 +0900
깡돈 연무점,한식,경기 수원시 장안구 월드컵로 424,경기도 수원시 장안구 연무동 249-29,031-546-1409,,,https://ldb-phinf.pstatic.net/20230112_178/1673495695072miK4l_JPEG/20230101_171548.jpg,19,,16,37.2935359,127.0259766,,,,13,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1295849671,,2024-01-08 23:40:14 +0900
봄햇살순두부,한식,경기 수원시 장안구 광교산로 136 1층,경기도 수원시 장안구 연무동 8-2 1층,031-251-0119,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 15:00화
11:00 - 15:00수
11:00 - 15:00목
11:00 - 15:00금
11:00 - 15:00토
11:00 - 15:00일
11:00 - 15:00- 건물내 주차장이 없습니다 /광교공영주차장(유료)이용
접기",https://ldb-phinf.pstatic.net/20230301_250/1677659623970RIRcY_JPEG/Screenshot_20230301-173000_NAVER.jpg,118,4.52,23,37.299689001176844,127.03003137754969,,,,23,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1470452136,,2024-01-08 23:40:20 +0900
오적어,한식,경기 수원시 장안구 연무로42번길 30-1,경기도 수원시 장안구 연무동 218-22,031-252-4007,,,https://ldb-phinf.pstatic.net/20190130_117/1548838174334qoohd_JPEG/uWbditR7W-t0KBzBW_FDXWVp.JPG.jpg,118,4.6,54,37.296231983906736,127.02783751871547,,,,41,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/19411422,,2024-01-08 23:40:20 +0900
콩불,한식,경기 수원시 장안구 연무로42번길 35,경기도 수원시 장안구 연무동 217-19,031-252-9178,,,,10,,2,37.296432556259205,127.02780155711575,,,,2,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1648267746,,2024-01-08 23:40:22 +0900
사탄곱창 연무점,한식,경기 수원시 장안구 창훈로 5 1층 좌측2호,경기도 수원시 장안구 연무동 246-13 1층 좌측2호,0504-3142-2282,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료매일
16:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20220331_192/1648686784025tm3gv_JPEG/3453.jpg,,,8,37.29298231160457,127.03086370790604,"배달, 포장",,,13,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1386474735,,2024-01-08 23:40:24 +0900
명동빈대떡,한식,경기 수원시 장안구 창훈로60번길 28-15,경기도 수원시 장안구 연무동 7-16,031-243-3790,,,https://ldb-phinf.pstatic.net/20190111_268/1547178185891sPx4b_JPEG/fQKM1wMiO39DECNpvOKSf54q.jpg,52,4.36,23,37.2988095780986,127.030433893376,,,,9,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18006514,,2024-01-08 23:40:25 +0900
제주뒷고기부속구이 경기대점,한식,경기 수원시 장안구 연무로56번길 46-40 제주뒷고기집,경기도 수원시 장안구 연무동 216-19,,,,,42,4.26,9,37.296990399999856,127.0280471,,,,6,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1661971512,,2024-01-08 23:40:35 +0900
솥뚜껑삼겹살 경기대점,한식,경기 수원시 장안구 연무로42번길 44-2 대흥보일러,경기도 수원시 장안구 연무동 215-11 대흥보일러,031-252-2006,,"영업 중
01:00에 영업 종료
1시 0분에 영업 종료매일
17:00 - 01:00
접기",https://ldb-phinf.pstatic.net/20190130_164/1548838090813eHj9g_JPEG/467eHkOmjuaSH0sl0yR67cdJ.JPG.jpg,,4.73,18,37.2967041000044,127.0281481,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/35606612,,2024-01-08 23:40:38 +0900
연무회수산시장,한식,경기 수원시 장안구 연무로42번길 36,경기도 수원시 장안구 연무동 218,031-243-9799,,"영업 종료
13:30에 영업 시작
13시 30분에 영업 시작매일
13:30 - 23:30
접기",https://ldb-phinf.pstatic.net/20190130_30/1548838146094g7iGl_JPEG/cs5ACWlnax4MKMOoVZ6rkexb.JPG.jpg,28,4.23,8,37.2963227261892,127.02794937488899,,,,6,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1617437454,,2024-01-08 23:40:39 +0900
장백산양꼬치,한식,경기 수원시 장안구 연무로42번길 54,경기도 수원시 장안구 연무동 213-26,031-242-3411,,,https://ldb-phinf.pstatic.net/20200527_6/1590543734226yA9O2_JPEG/-Nzm8NFeGPqJvoPHUydJkrP_.jpg,19,,9,37.297095892554104,127.02840825347998,,,,6,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1608956673,,2024-01-08 23:40:41 +0900
청아식당,한식,경기 수원시 장안구 창훈로66번길 11-3 유천프라자,경기도 수원시 장안구 연무동 21 유천프라자,031-246-4377,,"영업 종료
04:30에 영업 시작
4시 30분에 영업 시작월
04:30 - 21:30화
04:30 - 21:30수
04:30 - 21:30목
04:30 - 21:30금
04:30 - 21:30토
04:30 - 21:30일
04:30 - 14:00
접기",https://ldb-phinf.pstatic.net/20190130_201/1548836917102oM2IA_JPEG/AtDt87igsrEyf8y3Gvi5DxNu.JPG.jpg,43,4.11,7,37.297937,127.028537,,,,9,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/21160805,,2024-01-08 23:40:41 +0900
바다횟집,한식,경기 수원시 장안구 연무로56번길 56,경기도 수원시 장안구 연무동 212-2,031-256-8836,,"영업 종료
16:00에 영업 시작
16시 0분에 영업 시작매일
16:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20230929_66/16959629459066amUh_JPEG/20191016_210934.jpg,21,4.67,9,37.2977665765426,127.02725272494499,,,,4,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18007648,,2024-01-08 23:40:59 +0900
코다리냉면,한식,경기 수원시 장안구 광교산로 142 신미주아파트,경기도 수원시 장안구 연무동 4-20,031-241-3773,,"영업 종료
08:00에 영업 시작
8시 0분에 영업 시작월
08:00 - 20:00화
08:00 - 20:00수
08:00 - 20:00목
08:00 - 20:00금
08:00 - 20:00토
07:00 - 19:00일
07:00 - 19:00
접기",https://ldb-phinf.pstatic.net/20190130_262/1548836497941XXwro_JPEG/pKkkQhYyBVQyDzkhoUs95nKY.JPG.jpg,157,4.24,24,37.300095,127.030627,,,,13,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/21135422,,2024-01-08 23:41:00 +0900
장수해물아구찜 연무점,한식,경기 수원시 장안구 월드컵로 441,경기도 수원시 장안구 연무동 251,031-253-3705,,,https://ldb-phinf.pstatic.net/20221023_212/1666493111243MQpEo_JPEG/2ABA6614-85F7-480E-A20C-4F2355B2FFD6.jpeg,20,,2,37.29417996457735,127.02425647775296,,,,2,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1980235329,,2024-01-08 23:41:04 +0900
자매전집,한식,경기 수원시 장안구 창훈로66번길 11-2 자매전집,경기도 수원시 장안구 연무동 11-14 자매전집,0507-1328-9585,,,https://ldb-phinf.pstatic.net/20190927_281/1569577487623S5p6A_JPEG/Zu74xDwpCp0a9aofBbVL_eY6.jpg,41,4.33,1,37.29824592040437,127.02877286447657,,,,2,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1342637901,,2024-01-08 23:41:04 +0900
광명식당,한식,경기 수원시 장안구 연무로42번길 60,경기도 수원시 장안구 연무동 213,031-252-8272,,,https://ldb-phinf.pstatic.net/20230304_276/1677902773859q03gt_JPEG/20230304_130558.jpg,10,,3,37.29748291088311,127.02863177922669,,,,3,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1907643379,,2024-01-08 23:41:04 +0900
통달배 수원연무점,한식,경기 수원시 장안구 연무로42번길 44-2,경기도 수원시 장안구 연무동 215-11,031-268-6654,,,https://ldb-phinf.pstatic.net/20200117_72/1579227200426L1Eux_JPEG/CTPMR0aD_a5T4VMw4tPWOo2S.jpg,30,,6,37.29672442090228,127.0281688127926,"포장, 배달",,http://tongdalbae.com,9,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1290512617,"족발,보쌈,삼겹,수원배달",2024-01-08 23:41:05 +0900
쩐집,한식,경기 수원시 장안구 연무로42번길 31 1층,경기도 수원시 장안구 연무동 217-20 1층,0507-1403-1471,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료매일
12:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20220304_39/1646390578661FiKku_JPEG/%C1%A1%C6%F7%BF%DC%BA%CE%BB%E7%C1%F8.jpg,8,,2,37.2963825,127.027669,"포장, 단체 이용 가능, 예약",,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1207832552,,2024-01-08 23:41:05 +0900
장수한방족발,한식,경기 수원시 장안구 연무로42번길 13-1,경기도 수원시 장안구 연무동 233-3,031-256-8200,,,https://ldb-phinf.pstatic.net/20190130_113/1548839131294GjUQR_JPEG/44-PY_mmQ1hQfO1opdQO4Ybc.JPG.jpg,25,4.4,3,37.2955601325052,127.02700268404402,,,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/36986873,,2024-01-08 23:41:05 +0900
다모아동태탕,한식,경기 수원시 장안구 창훈로60번길 24 동문프라자 1층,경기도 수원시 장안구 연무동 59-1 동문프라자 1층,031-245-2371,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작월
10:00 - 22:00화
10:00 - 22:00수
10:00 - 22:00목
10:00 - 22:00금
10:00 - 22:00토
10:00 - 22:00일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20190130_218/1548841808701L9GyM_JPEG/Q37uValMaE65ZnLQIet4xW40.JPG.jpg,29,4.63,4,37.29839260344288,127.03004294971207,,,,4,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18009566,,2024-01-08 23:41:06 +0900
수원참치,한식,경기 수원시 장안구 월드컵로 433-1 1층,경기도 수원시 장안구 연무동 251-15 1층,031-255-0116,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 22:00화
11:00 - 22:00수
11:00 - 22:00목
11:00 - 22:00금
11:00 - 22:00토
17:00 - 22:00일
정기휴무 (매주 일요일)- 일요일 은 아이와 지내겠습니다
접기",https://ldb-phinf.pstatic.net/20201026_39/1603638880788DfHQE_JPEG/5l653VinpX9jnBOc-AOJcALG.jpg,1,,3,37.293756,127.0249813,포장,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1955415656,"수원참치회,광교참치,참다랑어,수원참다랑어",2024-01-08 23:41:09 +0900
광교가마솥감자탕&삼겹살 본점,한식,경기 수원시 장안구 월드컵로 434-2,경기도 수원시 장안구 연무동 250-20,,,,https://ldb-phinf.pstatic.net/20221023_50/1666493803412fEb5g_JPEG/DE0B646A-A66A-4746-A7C5-522D1BF865DC.jpeg,4,,2,37.29394310000032,127.02521629999958,,,,3,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1351969980,,2024-01-08 23:41:19 +0900
바로이족발,한식,경기 수원시 장안구 창훈로60번길 9 1층 3호,경기도 수원시 장안구 연무동 23-4 1층 3호,031-253-8933,,"영업 종료
16:00에 영업 시작
16시 0분에 영업 시작매일
16:00 - 22:30
접기",https://ldb-phinf.pstatic.net/20231101_102/1698832473403zKwjo_JPEG/temp_file.jpg,5,,7,37.2978177,127.0294726,"포장, 배달, 단체 이용 가능, 예약, 무선 인터넷, 반려동물 동반",,,5,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1520631090,"앞다리족발,불족발,마늘족발,바로보쌈,미니족발",2024-01-08 23:41:20 +0900
두부명가,한식,경기 수원시 장안구 연무로42번길 15,경기도 수원시 장안구 연무동 232-16,031-251-0429,,,https://ldb-phinf.pstatic.net/20200610_25/1591754314405i5teE_JPEG/mGgiaysiUMGIqTpSS01tSTnI.jpg,28,4.3,0,37.2957569667069,127.02720403066202,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/19202220,,2024-01-08 23:41:20 +0900
이모네밥집,한식,경기 수원시 장안구 창훈로 55 상가동 1층,경기도 수원시 장안구 연무동 214 상가동 1층,0507-1486-1530,,"영업 종료
05:00에 영업 시작
5시 0분에 영업 시작매일
05:00 - 22:00
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20221208_227/16704638534167DrlG_JPEG/1670463816282.jpg,24,,2,37.29718875511796,127.02957666875871,,,,9,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1743021233,"김치찌개,삼겹살,코다리조림,청국장,제육볶음",2024-01-08 23:41:24 +0900
행복밥상,한식,경기 수원시 장안구 창훈로66번길 11-2,경기도 수원시 장안구 연무동 11-14,031-242-0708,,,,17,,2,37.297889751573145,127.0285328696419,,,,3,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1637890256,,2024-01-08 23:41:26 +0900
한숟갈행복,한식,경기 수원시 장안구 월드컵로 404 팡팡노래방,경기도 수원시 장안구 연무동 247-47 팡팡노래방,031-243-8102,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더화
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더수
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더목
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더금
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더토
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20150831_240/1441013214743kpP8I_JPEG/107151558660357_0.jpg,39,4.57,20,37.29243944783621,127.027901089782,"예약, 주차",,http://cityfood.co.kr/h2/hanspoon,7,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/13281717,,2024-01-08 23:41:27 +0900
착한순대국,한식,경기 수원시 장안구 월드컵로428번길 9,경기도 수원시 장안구 연무동 250-18,031-297-6535,,"영업 종료
09:00에 영업 시작
9시 0분에 영업 시작월
09:00 - 20:30화
09:00 - 20:30수
09:00 - 20:30목
09:00 - 20:30금
09:00 - 20:30토
09:00 - 20:30일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20190801_1/15646314763197g2oi_JPEG/A5k7Irij0hgtuGZMyFVkRXlK.jpg,11,4,1,37.29408264317021,127.02575136593768,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1762672978,,2024-01-08 23:41:28 +0900
강나루,한식,경기 수원시 장안구 월드컵로428번길 6 장안구축산물직거래장,경기도 수원시 장안구 연무동 249-34,031-247-1464,,,,78,4.43,9,37.293761447863275,127.02593646713395,,,,6,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/35482978,,2024-01-08 23:41:32 +0900
다모아식당,한식,경기 수원시 장안구 광교산로 154-25,경기도 수원시 장안구 연무동 4-23,,,,https://ldb-phinf.pstatic.net/20190123_187/1548230288443U3WBg_JPEG/u-UqSYRPtXFwb8bdB93qDHuq.jpeg.jpg,20,,4,37.3014432,127.032538,,,,4,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/19202358,,2024-01-08 23:41:33 +0900
참큰곤드레시래기해장국 경기대점,한식,경기 수원시 장안구 연무로42번길 41,경기도 수원시 장안구 연무동 216-22,031-245-9298,,,https://ldb-phinf.pstatic.net/20190130_90/1548839445033W0gvV_JPEG/JQLkhDViTRTQIU9Hfh8XhhyN.JPG.jpg,31,4.22,4,37.296692600000405,127.02792800000054,,,,3,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1807202908,,2024-01-08 23:41:40 +0900
수원성대박집,한식,경기 수원시 장안구 월드컵로 441,경기도 수원시 장안구 연무동 251,0507-1308-2461,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20181102_144/1541142913851I1hUE_JPEG/uKhptIC93tkIpLNFi5xUi-N8.jpg,15,4.28,1,37.29417277350044,127.024202463199,,,http://Hunheo2@naver.com,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1082203069,,2024-01-08 23:41:41 +0900
참치포차,한식,경기 수원시 장안구 월드컵로428번길 3,경기도 수원시 장안구 연무동 250-19,031-252-9288,,,https://ldb-phinf.pstatic.net/20190801_15/15646312158322xIzY_JPEG/9XRHR8QMh7pcQb3asbE97pbz.jpg,1,,0,37.2939310143444,127.02564917750999,,,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1336009937,,2024-01-08 23:41:42 +0900
정주집,한식,경기 수원시 장안구 창훈로66번길 16-14 1층 정주집,경기도 수원시 장안구 연무동 24-1 1층 정주집,0507-1333-8268,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 20:00화
11:00 - 20:00수
정기휴무 (매주 수요일)목
11:00 - 20:00금
11:00 - 20:00토
11:00 - 20:00일
11:00 - 20:00
접기",https://ldb-phinf.pstatic.net/20200612_9/1591960567498FJKiS_JPEG/biqfcPJj4kYmjtPFEdQ7_8R3.jpg,16,4.31,16,37.29805213042291,127.02969612010924,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1719622369,"곰탕,만두국",2024-01-08 23:41:46 +0900
멸치국수감자탕,한식,경기 수원시 장안구 창훈로 72,경기도 수원시 장안구 연무동  19-10,,,,,11,,0,37.2978785853807,127.027913950161,,,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1574863448,,2024-01-08 23:41:48 +0900
해송돈삼겹,한식,경기 수원시 장안구 창훈로60번길 9 1층 해송,경기도 수원시 장안구 연무동 23-4 1층 해송,010-3272-5625,,"영업 종료
15:00에 영업 시작
15시 0분에 영업 시작매일
15:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20230924_175/16954891773985hirJ_JPEG/1695484235967.jpg,9,,0,37.297776774393306,127.029501308611,,,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1783457707,"갈비살,생삼겹살,우삼겹",2024-01-08 23:41:51 +0900
