이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
이찌방회전초밥,"초밥,롤",경기 수원시 영통구 대학로 34,경기도 수원시 영통구 이의동 1258-4,031-211-5211,,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작화
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더수
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더목
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더금
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더토
11:30 - 22:00
21:30 라스트오더일
11:30 - 22:00
21:30 라스트오더월
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더- 주말과 공휴일은 브레이크 타임 없습니다
접기",,126,4.25,41,37.29915881210119,127.043695612406,,,,29,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1578405512,,2024-01-09 22:44:21 +0900
미케 광교아브뉴프랑 본점,일식당,경기 수원시 영통구 센트럴타운로 85 1층 B108-1호,경기도 수원시 영통구 이의동 1332 1층 B108-1호,0507-1349-5928,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30 라스트오더수
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30 라스트오더목
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30 라스트오더금
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30 라스트오더토
11:00 - 22:00
15:30 - 17:00 브레이크타임
15:00 라스트오더일
11:00 - 22:00
15:30 - 17:00 브레이크타임
15:00 라스트오더월
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20230313_268/167869853146427Qcz_JPEG/SmartSelect_20230313_180843_Gallery.jpg,94,,140,37.2907368,127.0504529,"예약, 남/녀 화장실 구분, 포장, 유아의자, 주차",,https://www.instagram.com/mi.ke_official,68,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1469430853,"카이센동,장어덮밥,혼밥,이자카야,내돈내산",2024-01-09 22:44:21 +0900
우주,이자카야,경기 수원시 영통구 센트럴타운로 85,경기도 수원시 영통구 이의동 1332,031-211-7091,,"영업 중
02:00에 영업 종료
2시 0분에 영업 종료화
17:30 - 02:00수
17:30 - 02:00목
17:30 - 03:00금
17:30 - 03:00토
17:30 - 03:00일
17:30 - 02:00월
17:30 - 02:00
접기",https://ldb-phinf.pstatic.net/20180531_3/1527741550883evGkq_JPEG/oPQ7o6ifccSYPXGgxcZWDFfO.jpg,71,4.4,90,37.29169771553518,127.05018999766573,"예약, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능",,,25,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1485282146,,2024-01-09 22:44:22 +0900
삼백돈 돈가츠 아브뉴프랑 광교점,돈가스,경기 수원시 영통구 센트럴타운로 85 2층,경기도 수원시 영통구 이의동 1332 2층,0507-1313-7149,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 22:00
21:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20181219_89/1545199861391n74UV_JPEG/Ict__5cBwnb6-UUT7LW7RCHh.jpeg.jpg,308,4.24,321,37.2906031,127.0505247,"주차, 포장, 배달, 남/녀 화장실 구분, 무선 인터넷",,http://www.facebook.com/300don,201,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1766920627,"돈가스,돈까스,돈가츠,삼백돈,돈카츠",2024-01-09 22:44:22 +0900
히노아지 광교아브뉴프랑점,일본식라면,경기 수원시 영통구 센트럴타운로 85 광교아브뉴프랑 203동 2층 히노아지 광교아브뉴프랑점,경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 203동 2층 히노아지 광교아브뉴프랑점,031-215-9568,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:00
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20221018_213/1666048565899d2908_JPEG/%C8%F7%B3%EB%BE%C6%C1%F61.jpg,239,4.34,219,37.290377873416716,127.05014322885508,"단체 이용 가능, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설, 예약",,http://hinoaji.co.kr/,94,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/71863797,"일본라멘,돈카츠,돈까스,모밀,라멘",2024-01-09 22:44:29 +0900
수유리우동집 광교이의점,"우동,소바",경기 수원시 영통구 에듀타운로 101 에듀하임1309오피스텔,경기도 수원시 영통구 이의동 1352 에듀하임 101동,031-215-0084,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 21:00- 김밥은 9시부터 오픈
접기",https://ldb-phinf.pstatic.net/20170510_146/14943906879397vdzk_JPEG/186459558669980_0.jpeg,265,4.4,55,37.2899753,127.0447517,"주차, 포장, 무선 인터넷",,,46,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/950996481,,2024-01-09 22:44:29 +0900
스시소라 광교점,일식당,"경기 수원시 영통구 센트럴타운로 85 광교아브뉴프랑 1층 C101호, C102호","경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 C101호, C102호",0507-1376-2201,,"영업 종료
12:00에 영업 시작
12시 0분에 영업 시작화
12:00 - 22:00수
12:00 - 22:00목
12:00 - 22:00금
12:00 - 22:00토
11:30 - 21:30일
11:30 - 21:30월
12:00 - 22:00- 추석연휴 휴무일 공지 2023.09.29~09.30
접기",https://ldb-phinf.pstatic.net/20221104_10/1667522630388KNJiO_PNG/KakaoTalk_20221104_094254852.png,78,,272,37.290359299090376,127.05148350000015,예약,,,60,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1001136552,"일식,오마카세,스시,스시오마카세",2024-01-09 22:44:30 +0900
황금입은 동까스 본점,돈가스,경기 수원시 영통구 대학3로4번길 12 이스턴타워104호,경기도 수원시 영통구 이의동 1257-3 이스턴타워104호,031-203-7768,,,https://ldb-phinf.pstatic.net/20190623_269/1561300031902WRbcC_JPEG/r8ULYSSiSQD6vrii8ofho50r.jpg,78,4.56,32,37.29981580029672,127.04351079952556,,,,20,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/36984899,,2024-01-09 22:44:36 +0900
카마타케제면소 광교아브뉴프랑점,"우동,소바",경기 수원시 영통구 센트럴타운로 85 2층 B205-1호,경기도 수원시 영통구 이의동 1332 2층 B205-1호,031-213-0418,,"영업 종료
내일 휴무
내일 휴무화
11:30 - 21:00
20:30 라스트오더수
정기휴무 (매주 수요일)목
11:30 - 21:00
20:30 라스트오더금
11:30 - 21:00
20:30 라스트오더토
11:30 - 21:00
20:30 라스트오더일
11:30 - 21:00
20:30 라스트오더월
11:30 - 21:00
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20170419_233/14925916330072DgQz_PNG/186369577732083_0.png,142,4.37,147,37.2907097,127.0500474,"단체 이용 가능, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분",,http://avenuefrance.co.kr/gwanggyo/brand/brandDetail.asp?brandSeq=275&brandId=01&cpage=4,60,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/301041898,"수타우동,붓카케우동,우동,일본우동,제면소",2024-01-09 22:44:38 +0900
아비꼬 광교아브뉴프랑점,카레,경기 수원시 영통구 센트럴타운로 85,경기도 수원시 영통구 이의동 1332,031-214-0728,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
20:30 라스트오더수
11:00 - 21:00
20:30 라스트오더목
11:00 - 21:00
20:30 라스트오더금
11:00 - 21:00
20:30 라스트오더토
11:00 - 21:00
20:30 라스트오더일
11:00 - 21:00
20:30 라스트오더월
11:00 - 21:00
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20231117_199/1700193807305VfvNo_JPEG/1.jpg,175,4.16,116,37.2906815,127.05047370000001,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",,http://abiko.kr/,52,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/37191700,"카레맛집,점심,카레,우동,돈부리",2024-01-09 22:44:43 +0900
순한,이자카야,경기 수원시 장안구 송정로187번길 41 106호,경기도 수원시 장안구 조원동 766 106호,0507-1382-7712,,"영업 중
23:00에 라스트오더
23시 0분에 라스트오더화
11:00 - 24:00
23:00 라스트오더수
11:00 - 24:00
23:00 라스트오더목
11:00 - 24:00
23:00 라스트오더금
11:00 - 02:00
01:00 라스트오더토
17:00 - 02:00
01:00 라스트오더일
17:00 - 24:00
23:00 라스트오더월
11:00 - 24:00
23:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20231114_175/1699973437333TGAMm_JPEG/%C1%A6%B8%F1%C0%BB-%C0%D4%B7%C2%C7%D8%C1%D6%BC%BC%BF%E4_-001_%2813%29.jpg,145,4.54,42,37.30022414155849,127.01494762713502,"주차, 포장, 무선 인터넷",,https://www.instagram.com/Soonhann,78,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1683449526,"오코노미야끼,연어,이자카야,하이볼,술집",2024-01-09 22:44:48 +0900
덮다 광교중앙점,덮밥,경기 수원시 영통구 센트럴타운로 107 광교푸르지오 월드스퀘어 B1층 52호,경기도 수원시 영통구 이의동 1331 광교푸르지오 월드스퀘어 B1층 52호,0507-1367-4830,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료화
11:00 - 23:00수
11:00 - 23:00목
11:00 - 23:00금
11:00 - 23:00토
11:00 - 21:00일
정기휴무 (매주 일요일)월
11:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20231003_201/1696334704428P5603_JPEG/%B4%DC%C3%BC%BB%E7%C1%F82.jpg,28,,9,37.2920825,127.0479167,"무선 인터넷, 남/녀 화장실 구분, 배달, 포장, 간편결제, 주차",,,17,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1729572148,"고기덮밥,덮밥,항정살덮밥,삼겹살덮밥,우삼겹덮밥",2024-01-09 22:44:50 +0900
키무카츠광교점,일식당,경기 수원시 영통구 광교로 191,경기도 수원시 영통구 이의동 1240,031-214-0977,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:00
20:30 라스트오더수
10:00 - 21:00
20:30 라스트오더목
10:00 - 21:00
20:30 라스트오더금
10:00 - 21:00
20:30 라스트오더토
10:00 - 21:00
20:30 라스트오더일(1/14)
정기휴무 (매달 2, 4번째 일요일)월
10:00 - 21:00
20:30 라스트오더매달 2, 4번째 일요일 정기 휴무
접기",https://ldb-phinf.pstatic.net/20191108_139/1573218954168eTRvH_JPEG/8g0DREH5VKajQT67uK7hdSBl.jpg,,4.13,44,37.2963686,127.0468999,"단체 이용 가능, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분",,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1467257064,"수원돈가스,수원돈까스,광교돈가스,광교돈까스,키무카츠광교",2024-01-09 22:44:55 +0900
스시 1300,"초밥,롤",경기 수원시 영통구 센트럴타운로 94 스시1300,경기도 수원시 영통구 이의동 1325-5 스시1300,0507-1353-8920,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더목
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더금
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더토
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더일
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더월
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20220812_175/1660290995384lfJc9_JPEG/9.jpg,,,75,37.29185401340262,127.05089567314882,"주차, 포장, 배달, 무선 인터넷",,,249,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1293048283,"회전초밥,이의동회전초밥,광교스시,광교회전초밥,영통구회전초밥",2024-01-09 22:44:54 +0900
최고당돈가스 광교점,돈가스,경기 수원시 영통구 광교로 146 안효빌딩 1층 104호 최고당돈가스 광교점,경기도 수원시 영통구 이의동 1329 안효빌딩 1층 104호 최고당돈가스 광교점,0507-1314-8018,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 20:00
15:00 - 16:30 브레이크타임
19:45 라스트오더수
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:45 라스트오더목
11:00 - 20:00
15:00 - 16:30 브레이크타임
19:45 라스트오더금
11:00 - 20:00
15:00 - 16:30 브레이크타임
19:45 라스트오더토
11:00 - 20:00
15:00 - 16:30 브레이크타임
19:45 라스트오더일
11:00 - 20:00
15:00 - 16:30 브레이크타임
19:45 라스트오더월
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:45 라스트오더- 포장 ~20:30
접기",https://ldb-phinf.pstatic.net/20220622_196/1655860863597zAqVK_JPEG/%C3%D6%B0%ED%B4%E7%B7%CE%B0%ED-1500x1500.jpg,298,4.53,42,37.2930189034565,127.04861360068098,"포장, 배달, 무선 인터넷",,http://www.choigodang.co.kr/,84,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1442419645,"아브뉴프랑,월드마크,광교돈가스,광교치즈돈가스,광교냉모밀",2024-01-09 22:44:57 +0900
돈카츠마켙 광교점,돈가스,경기 수원시 영통구 센트럴타운로 107 204동 B1층 B-05호,경기도 수원시 영통구 이의동 1331 204동 B1층 B-05호,031-8067-7107,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작매일
10:30 - 20:00
19:30 라스트오더- 1월2일은 휴무입니다.
접기",https://ldb-phinf.pstatic.net/20220819_129/16608722422121v9D1_JPEG/%B8%B6R%C6%D0%B9%D0%B8%AE%BC%BC%C6%AE.jpg,171,,22,37.29180663652905,127.04940278303391,"주차, 배달, 포장, 무선 인터넷",,,48,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1886839690,"돈카츠마켙,광교,돈까스,도시락",2024-01-09 22:44:59 +0900
정직유부 수원광교점,"초밥,롤",경기 수원시 영통구 도청로89번길 43 에듀프라자 104호,경기도 수원시 영통구 이의동 1347-3 에듀프라자 104호,0507-0289-3646,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작매일
10:30 - 20:00
15:00 - 16:00 브레이크타임
접기",https://ldb-phinf.pstatic.net/20231130_49/1701312434748Asi4T_JPEG/%28%BD%C5%29%C1%A4%C1%F7%C0%AF%BA%CE_%B7%CE%B0%ED111-01.jpg,132,,38,37.289091899999995,127.04703359999999,포장,,http://www.jjub0524.com/,65,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1225416467,"유부초밥창업,유부초밥,도제,정직유부,유부초밥전문점",2024-01-09 22:45:04 +0900
다니소바 광교아브뉴프랑점,일본식라면,경기 수원시 영통구 센트럴타운로 85 아브뉴프랑 아띠존 B1 다니소바(danisoba),경기도 수원시 영통구 이의동 1332 아브뉴프랑 아띠존 B1 다니소바(danisoba),0507-1463-9316,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
정기휴무 (매주 수요일)목
정기휴무 (매주 목요일)금
정기휴무 (매주 금요일)토
11:00 - 22:00일
정기휴무 (매주 일요일)월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20240102_261/1704124905596STpd2_JPEG/IMG_0948.JPG,,,0,37.2908578,127.0516559,"단체 이용 가능, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",,https://www.instagram.com/danisoba_gg,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1831918518,"광교,마제소바,라멘,하이볼,카레",2024-01-09 22:45:07 +0900
쑝쑝돈까스 경기대점,돈가스,경기 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산94-6,,,,,7,,1,37.3031691335822,127.0357603972452,,,,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1281354549,,2024-01-09 22:45:07 +0900
백락정,일식당,"경기 수원시 영통구 센트럴타운로 85 지상 2층 B206-1,1","경기도 수원시 영통구 이의동 1332 지상 2층 B206-1,1",0507-1315-0335,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:45
21:15 라스트오더수
11:00 - 21:45
21:15 라스트오더목
11:00 - 21:45
21:15 라스트오더금
11:00 - 21:45
21:15 라스트오더토
11:00 - 21:45
21:15 라스트오더일
11:00 - 21:45
21:15 라스트오더월
11:00 - 21:45
21:15 라스트오더
접기",https://ldb-phinf.pstatic.net/20230418_250/16818290712778rQnL_JPEG/%B8%DE%B4%BA%C6%C7%BC%F6%C1%A4.jpg,216,,66,37.29046768837753,127.05045234057432,"주차, 포장, 무선 인터넷, 남/녀 화장실 구분",,,89,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1292130560,,2024-01-09 22:45:15 +0900
만권화밥 경기대점,덮밥,경기 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산94-6,,,,,67,,0,37.303026534427296,127.03556847903677,,,,11,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1436607565,,2024-01-09 22:45:17 +0900
스시츠카무 광교점,"초밥,롤",경기 수원시 영통구 센트럴타운로 85 2층 ,경기도 수원시 영통구 이의동 1332 2층 ,031-212-8481,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20230421_300/1682081853279Csl1j_JPEG/tsukamugwanggyo_04.jpeg,349,,16,37.290591600000006,127.0501605,"포장, 주차",,,225,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1478859954,"초밥,회전초밥,스시,사시미,포장초밥",2024-01-09 22:45:19 +0900
회가대표초밥24 광교중앙점,"초밥,롤",경기 수원시 영통구 에듀타운로 102 광교중앙역 sk뷰 오피스텔 a동 1층 115호,경기도 수원시 영통구 이의동 1348 광교중앙역 sk뷰 오피스텔 a동 1층 115호,010-6880-4401,,"24시간 영업
연중무휴
연중무휴매일
00:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20230207_23/167575269148949gyj_JPEG/KakaoTalk_Photo_2023-02-07-15-51-00_004.jpeg,143,,16,37.2897443329257,127.04601088343865,"포장, 배달, 무선 인터넷, 남/녀 화장실 구분",,https://www.instagram.com/chobab24_gwanggyo,78,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1922771349,"광교초밥,수원초밥,영통초밥,광교중앙역초밥,초밥",2024-01-09 22:45:20 +0900
로지우라스시 수원우만점,일식당,경기 수원시 팔달구 팔달문로 157 로지우라스시,경기도 수원시 팔달구 우만동 530-26 로지우라스시,0507-1396-1184,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:30 라스트오더수
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:30 라스트오더목
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:30 라스트오더금
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:30 라스트오더토
11:00 - 22:00
21:30 라스트오더일
11:00 - 22:00
21:30 라스트오더월
11:00 - 22:00
14:30 - 16:30 브레이크타임
21:30 라스트오더- 12/25(월), 1/1(월) 브레이크타임없이 운영
접기",https://ldb-phinf.pstatic.net/20230516_246/1684224812494hkdSp_JPEG/KakaoTalk_20230514_145302106_03.jpg,318,,216,37.28311932502393,127.03325401597708,"포장, 무선 인터넷, 배달, 예약, 단체 이용 가능, 간편결제, 주차",,https://www.instagram.com/rosyura__sushi,247,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1852056402,"수원월드컵경기장초밥,아주대초밥,우만동초밥,수원돈카츠,수원월드컵경기장음식",2024-01-09 22:45:24 +0900
오사카부루스 수원우만점,이자카야,경기 수원시 팔달구 팔달문로153번길 80 2층 오사카부루스 우만점,경기도 수원시 팔달구 우만동 504-9 2층 오사카부루스 우만점,0507-1329-4755,,"영업 중
02:00에 라스트오더
2시 0분에 라스트오더화
18:30 - 02:30
02:00 라스트오더수
18:30 - 02:30
02:00 라스트오더목
18:30 - 02:30
02:00 라스트오더금
18:30 - 03:00
02:30 라스트오더토
18:30 - 03:00
02:30 라스트오더일
18:30 - 02:30
02:00 라스트오더월
18:30 - 02:30
02:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20200906_41/1599385076983EeVUu_JPEG/kgppFw8H_W8GjYYmQgkZNcEH.jpg,29,4.45,3,37.2859207,127.030189,"단체 이용 가능, 예약, 무선 인터넷, 포장, 배달, 남/녀 화장실 구분",,,12,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1869883587,"수원우만동술집,우만동이자카야,우만동호프집",2024-01-09 22:45:28 +0900
뽕이돈까스,돈가스,경기 수원시 장안구 송정로168번길 2 1층 뽕이돈까스,경기도 수원시 장안구 조원동 774 1층 뽕이돈까스,0507-1356-2512,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 22:00
21:30 라스트오더수
11:00 - 22:00
21:30 라스트오더목
11:00 - 22:00
21:30 라스트오더금
11:00 - 22:00
21:30 라스트오더토
11:00 - 22:00
21:30 라스트오더일
11:00 - 22:00
21:30 라스트오더월
11:00 - 22:00
21:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20190805_159/1564967704367X5xNr_JPEG/WhWyBaPSC_wHUSkFg1WOACcN.jpg,34,4.67,9,37.2978707811263,127.01494392008952,"배달, 예약, 무선 인터넷, 포장",,,16,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1114678398,"조원동돈까스,북수원돈까스,치즈돈까스,돈마호크,수원돈까스",2024-01-09 22:45:47 +0900
난카츠난우동 이마트광교점,"우동,소바",경기 수원시 영통구 광교로 191,경기도 수원시 영통구 이의동 1240,,,,,15,4.5,0,37.2963486,127.0469684,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1923146984,,2024-01-09 22:45:47 +0900
수제돈까스전문점,돈가스,경기 수원시 팔달구 창룡대로150번길 6,경기도 수원시 팔달구 우만동 596-1,031-255-6201,,,https://ldb-phinf.pstatic.net/20200321_96/158476000261338XaO_JPEG/Lv0MuIX7xsIvyqxO88qiAu1R.jpg,64,4.12,4,37.2909649,127.0266581,,,,24,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1681786529,,2024-01-09 22:45:47 +0900
한우동 조원점,"우동,소바",경기 수원시 장안구 조원로112번길 35 102호,경기도 수원시 장안구 조원동 725-7,031-251-9777,,,https://ldb-phinf.pstatic.net/20200307_101/1583574476877iPVtO_JPEG/XtoshWknDHuEEVU1KF6ADrwQ.jpeg.jpg,36,4.28,2,37.30392578407027,127.01499819481506,"포장, 배달, 예약",,,2,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/37370599,"김밥,우동,돈까스,한식,분식",2024-01-09 22:45:48 +0900
