이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
샤오바오우육면 이마트광교점,중식당,경기 수원시 영통구 광교로 191 1층,경기도 수원시 영통구 이의동 1240 1층,0507-1413-6544,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작화
10:30 - 20:30수
10:30 - 20:30목
10:30 - 20:30금
10:30 - 20:30토
10:30 - 20:30일(1/14)
정기휴무 (격주 일요일)월
10:30 - 20:30격주 일요일 정기 휴무
접기",https://ldb-phinf.pstatic.net/20230406_40/1680760863873e8MwH_JPEG/KakaoTalk_20230406_150031631.jpg,3,,1,37.2963486,127.04696840000001,"단체 이용 가능, 주차",,,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1098940410,"우육면,마장면,차오멘,곱창면,꿔바로우",2024-01-09 21:14:19 +0900
도홍중화요리,중식당,경기 수원시 장안구 월드컵로 435 연무동251-13,경기도 수원시 장안구 연무동 251-13 연무동251-13,0507-1407-8440,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
10:30 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더목
10:30 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더금
10:30 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더토
10:30 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더일
10:30 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더월
10:30 - 21:00
15:00 - 16:30 브레이크타임
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20231019_15/1697701778563N7Hgn_JPEG/IMG_1110.jpeg,4,,2,37.2938691,127.0247674,"단체 이용 가능, 포장, 배달, 예약",,,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1263496628,"짜장면6000,짬뽕8000",2024-01-09 21:14:19 +0900
영빈반점,중식당,경기 수원시 팔달구 월드컵로311번길 21,경기도 수원시 팔달구 우만동 520-14,0507-1414-9824,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작매일
10:30 - 20:30- 최소주문금액: 10,000원
접기",https://ldb-phinf.pstatic.net/20170607_272/1496821180790sV1RU_JPEG/186557566959892_0.jpeg,102,4.31,13,37.285364232825074,127.03361163408522,"예약, 포장, 배달, 남/녀 화장실 구분",,https://addapp0312449824.modoo.at,9,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/18178667,"중식,우만동영빈반점,짬뽕,중국집,우만동중국집",2024-01-09 21:14:20 +0900
강릉교동짬뽕 조원점,중식당,경기 수원시 장안구 조원로 70 1층,경기도 수원시 장안구 조원동 739-28 1층,0507-1368-6319,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더수
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더목
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더금
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더토
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더일
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20191018_35/1571393379153etntF_JPEG/xxFGrWOVbn9_ZiJJ6hODrhoN.jpg,89,4.6,17,37.2996643,127.0175233,"포장, 배달, 무선 인터넷",,,10,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1328490720,"교동짬뽕,찹쌀탕수육,짜장면",2024-01-09 21:14:22 +0900
탕화쿵푸마라탕 광교월드마크점,마라탕,경기 수원시 영통구 센트럴타운로 107 204동 1층 18호,경기도 수원시 영통구 이의동 1331 204동 1층 18호,010-8635-8557,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료매일
11:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20230802_186/1690940398824606jY_JPEG/%B8%B6%B6%F3%C5%C1.jpg,37,,11,37.292096020415194,127.04834202423842,,,,16,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1869207956,"마라탕,마라샹궈,꿔바로우,새우계란볶음,탕화쿵푸마라탕",2024-01-09 21:14:22 +0900
라홍방마라탕 광교점,마라탕,경기 수원시 영통구 센트럴타운로 106 센트럴프라자 119호,경기도 수원시 영통구 이의동 1322-5 센트럴프라자 119호,031-890-5089,,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더화
11:00 - 22:00
14:00 - 15:30 브레이크타임
21:00 라스트오더수
11:00 - 22:00
14:00 - 15:30 브레이크타임
21:00 라스트오더목
11:00 - 22:00
14:00 - 15:30 브레이크타임
21:00 라스트오더금
11:00 - 22:00
14:00 - 15:30 브레이크타임
21:00 라스트오더토
12:00 - 20:30
14:00 - 15:30 브레이크타임
19:30 라스트오더일
12:00 - 20:30
14:00 - 15:30 브레이크타임
19:30 라스트오더월
11:00 - 22:00
14:00 - 15:30 브레이크타임
21:00 라스트오더- 라스트오더 9시까지 / 식사는 9시30분까지 가능
접기",https://ldb-phinf.pstatic.net/20231124_28/1700793953040UiSxA_PNG/%B6%F3%C8%AB%B9%E6%B8%B6%B6%F3%C5%C1_%C1%A4%BB%E7%B0%A2_%B7%CE%B0%ED.png,343,4.51,34,37.2924986496435,127.050342230703,"포장, 배달",,http://www.lahongbang.com/,256,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1047894009,"라홍방마라탕,마라탕,마라샹궈,꿔바로우,볶음밥",2024-01-09 21:14:23 +0900
우만양꼬치,양꼬치,경기 수원시 팔달구 세지로 407-1 1층,경기도 수원시 팔달구 우만동 491-39 1층,0507-1416-7680,,"영업 중
01:00에 영업 종료
1시 0분에 영업 종료매일
11:00 - 01:00
접기",https://ldb-phinf.pstatic.net/20231119_292/1700365378161W4nwK_JPEG/IMG_1321.jpeg,35,,19,37.28566976439923,127.02945735032168,"단체 이용 가능, 포장, 예약, 무선 인터넷, 배달",,,26,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1023427790,"양꼬치,마라탕,중식,중화요리,꿔바로우",2024-01-09 21:14:28 +0900
짬뽕 면가 OK,중식당,경기 수원시 영통구 도청로89번길 23,경기도 수원시 영통구 이의동 1347-1,031-217-1003,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작화
10:30 - 21:00수
10:30 - 21:00목
10:30 - 21:00금
10:30 - 21:00토
10:30 - 21:00일
정기휴무 (매주 일요일)월
10:30 - 21:00
접기",https://ldb-phinf.pstatic.net/20221110_296/1668055210117WuurY_JPEG/mmexport1668055174358.jpg,182,4.15,29,37.2896707682436,127.04773550944398,"단체 이용 가능, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",,,30,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1713917611,"짜장면,탕수육,삼선볶음밥,삼선짬뽕,삼선간짜장",2024-01-09 21:14:29 +0900
중사모짬뽕,중식당,경기 수원시 장안구 월드컵로428번길 16,경기도 수원시 장안구 연무동 236-37,031-252-7088,,,,71,,7,37.29419653312062,127.0260926144193,,,,21,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1991794267,,2024-01-09 21:14:42 +0900
청라마라탕,중식당,경기 수원시 팔달구 세지로 410,경기도 수원시 팔달구 우만동 505-11,010-8795-6735,,"영업 중
21:15에 라스트오더
21시 15분에 라스트오더매일
11:00 - 22:00
21:15 라스트오더
접기",https://ldb-phinf.pstatic.net/20220418_156/1650263986278QJ2YK_JPEG/20220411_162146.jpg,11,,3,37.2857081,127.0298599,"포장, 배달",,,4,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1066631423,"마라탕,마라샹궈,꿔바로우,청라마라탕",2024-01-09 21:14:43 +0900
찐하오마라탕 이의동점,중식당,경기 수원시 영통구 도청로89번길 31,경기도 수원시 영통구 이의동 1347-2,031-8019-8567,,,https://ldb-phinf.pstatic.net/20230706_247/16886417011059XxpJ_JPEG/image.jpg,10,,12,37.28957392871538,127.04758122495356,,,,7,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1808535482,,2024-01-09 21:14:45 +0900
백화원,중식당,경기 수원시 팔달구 세지로421번길 28,경기도 수원시 팔달구 우만동 484-23,031-247-8947,,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작화
11:30 - 21:00
15:00 - 17:00 브레이크타임수
11:30 - 21:00
15:00 - 17:00 브레이크타임목
11:30 - 21:00
15:00 - 17:00 브레이크타임금
11:30 - 21:00
15:00 - 17:00 브레이크타임토
11:30 - 21:00
15:00 - 17:00 브레이크타임일
정기휴무 (매주 일요일)월
11:30 - 21:00
15:00 - 17:00 브레이크타임
접기",https://ldb-phinf.pstatic.net/20200301_103/1583018679876cs4ap_JPEG/Bp9d1oUIfJn3hV7jh6h8o4lf.jpg,73,4.65,13,37.287548,127.0299904,,,,8,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1621187052,,2024-01-09 21:14:47 +0900
황실짬뽕,중식당,경기 수원시 장안구 팔달로 313 107호,경기도 수원시 장안구 영화동 106-4 107호,031-242-7090,,"영업 종료
09:00에 영업 시작
9시 0분에 영업 시작화
09:00 - 20:00
19:30 라스트오더수
09:00 - 20:00
19:30 라스트오더목
09:00 - 20:00
19:30 라스트오더금
09:00 - 20:00
19:30 라스트오더토
09:00 - 20:00
19:30 라스트오더일
09:00 - 20:00
19:30 라스트오더월
09:00 - 20:00
19:30 라스트오더- 1월1일 휴무
접기",https://ldb-phinf.pstatic.net/20200906_272/1599373450696jQBhI_JPEG/zNlG1e_fEROin9EBJgoGy5le.jpg,198,4.36,75,37.29194934434351,127.01820591770291,"주차, 포장, 단체 이용 가능, 예약, 무선 인터넷, 배달",,,28,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/884584847,"차돌짬뽕,유린육,짜장면,고추새우간짜장,팔보채",2024-01-09 21:14:47 +0900
다복향마라탕,중식당,경기 수원시 영통구 센트럴타운로 111 206호,경기도 수원시 영통구 이의동 1330 206호,0507-1472-0364,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료매일
11:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20230223_183/1677149263073dTMA4_JPEG/62F87C68-AF75-4134-9076-44F8EF3E376B.jpeg,2,,0,37.2925601,127.0491306,"포장, 배달, 무선 인터넷, 남/녀 화장실 구분",,,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1713280796,"마라탕,마라샹궈,꿔바로우",2024-01-09 21:14:49 +0900
양자강,중식당,경기 수원시 장안구 송정로 176,경기도 수원시 장안구 조원동 770-13,031-256-6464,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작매일
10:30 - 19:30- 배달무료.
접기",https://ldb-phinf.pstatic.net/20180705_65/1530770777028GsXvK_JPEG/m8UKydgjOALBQt3qfKju2TAy.jpg,34,4.07,3,37.29834265325461,127.01573796125118,,,,7,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/17996364,,2024-01-09 21:14:52 +0900
마라 신차이나,중식당,경기 수원시 영통구 센트럴타운로 107 광교푸르지오월드마크 1층124호,경기도 수원시 영통구 이의동 1331,,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
11:00 - 24:00수
11:00 - 24:00목
11:00 - 24:00금
11:00 - 24:00토
11:00 - 24:00일
11:00 - 22:00월
11:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20191027_99/1572159614496lg05V_JPEG/jELXotGzGspD0i7GN6mhNzpN.jpg,,,0,37.292027,127.0483378,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1387880547,,2024-01-09 21:14:55 +0900
동해장,중식당,경기 수원시 팔달구 세지로 427-3,경기도 수원시 팔달구 우만동 495-6,031-246-7801,,,https://ldb-phinf.pstatic.net/20200723_260/1595483779460W6kfS_JPEG/uENJIOkWQyWDM8V-o6BtcVYQ.jpg,42,,14,37.28692,127.0310853,,,,7,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/18178664,,2024-01-09 21:14:54 +0900
금문,중식당,경기 수원시 팔달구 세지로 375,경기도 수원시 팔달구 지동 212-20,0507-1308-2797,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작매일
10:30 - 20:30
접기",https://ldb-phinf.pstatic.net/20161114_53/1479106232301qozR4_JPEG/177064558051421_0.jpeg,99,4.33,8,37.2839041682529,127.02681502528128,"예약, 포장, 배달, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",,,10,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/36186707,"중식,중화요리,짬짜면,중국집,지동금문",2024-01-09 21:14:57 +0900
월드컵짬뽕,중식당,경기 수원시 팔달구 월드컵로 299,경기도 수원시 팔달구 우만동 519-4,031-258-8955,,,,41,,3,37.2852339,127.0352042,,,,8,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1404582888,,2024-01-09 21:15:07 +0900
델리명가광교점,중식당,경기 수원시 영통구 광교로 107,경기도 수원시 영통구 이의동 906-5,031-259-6661,,,,3,,1,37.2920389,127.0434741,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1773783269,,2024-01-09 21:15:09 +0900
짬뽕이조아,중식당,경기 수원시 팔달구 월드컵로297번길 38,경기도 수원시 팔달구 우만동 522-22,031-246-5656,,,https://ldb-phinf.pstatic.net/20200130_112/1580330316594rp5G7_JPEG/_0x0MrJDMi0mfia6Tv0UsXTI.jpg,56,4.27,5,37.2842436,127.0336312,,,,2,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1027831405,,2024-01-09 21:15:09 +0900
옥문중화요리,중식당,경기 수원시 장안구 팔달로303번길 22,경기도 수원시 장안구 영화동 173-4,031-255-0047,,,,60,,0,37.2921591133474,127.01666394392304,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1349842166,,2024-01-09 21:15:13 +0900
홍콩반점,중식당,경기 수원시 팔달구 월드컵로 299,경기도 수원시 팔달구 우만동 519-4 (우만동),031-258-8955,,,,5,,1,37.28521007,127.0351349,,,,1,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1353579611,,2024-01-09 21:15:14 +0900
칭키스칸샤브샤브전문점,중식당,경기 수원시 팔달구 세지로 379,경기도 수원시 팔달구 지동 212-28 1층 101호,031-258-6999,,,,,,1,37.28428348895458,127.02702212591825,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/1499426958,,2024-01-09 21:15:20 +0900
금성양꼬치,양꼬치,경기 수원시 장안구 팔달로291번길 20,경기도 수원시 장안구 영화동 179-1,,,"영업 중
23:30에 영업 종료
23시 30분에 영업 종료화
11:30 - 23:30수
11:30 - 23:30목
11:30 - 23:30금
11:30 - 23:30토
11:30 - 23:30일
11:30 - 23:30월
11:30 - 23:30매달 1, 3번째 화요일 정기 휴무
접기",,11,,21,37.291403363295515,127.0157787705552,,,,4,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%A4%91%EC%8B%9D/place/36988585,,2024-01-09 21:15:20 +0900
